lga,district_area,postalcode,town
Ibadan-North,Bodija,200221,"In Front Of Customs, Agodi"
Ibadan-North,Bodija,200221,Railway Crossing Bodija
Ibadan-North,Bodija,200221,Basorun/Ojoo High School Asi
Ibadan-North,Bodija,200221,"Brick House Hotel, Bodija"
Ibadan-North,Bodija,200221,"Methodist School II, Bodija"
Ibadan-North,Bodija,200221,Late Chief Lekan Salami Estate
Ibadan-North,Bodija,200221,Owo Egbeleke
Ibadan-North,Bodija,200221,Front Of Late Alhaji Fatai Olusegun House
Ibadan-North,Bodija,200221,Mt. Olivet Grammar School
Ibadan-North,Bodija,200221,"Islamic High School, Basorun"
Ibadan-North,Bodija,200221,C & S New Eden Primary School
Ibadan-North,Bodija,200221,St. Patrick Grammar School
Ibadan-North,Bodija,200221,Osunkaye Inu Koko
Ibadan-North,Bodija,200221,"Methodist Grammar School, Bodija"
Ibadan-North,Bodija,200221,Oluwo-Nla
Ibadan-North,Bodija,200221,Front Of Late Peller's House
Ibadan-North,Bodija,200221,Water Reservoir
Ibadan-North,Bodija,200221,Akingbola Mosque
Ibadan-North,Bodija,200221,Bishop Onabanjo High School
Ibadan-North,Bodija,200221,Sonbeam Nursery/Primary School
Ibadan-North,Bodija,200221,Idi-Orogbo
Ibadan-North,Bodija,200221,Ashi Village (Near The Stream)
Ibadan-North,Bodija,200221,"Adegoke Layout, Ashi"
Ibadan-North,Bodija,200221,Arapasopo
Ibadan-North,Bodija,200221,Basorun Guest House
Ibadan-North,Bodija,200221,Odo-Elede
Ibadan-North,Bodija,200221,Festola Nursery/Primary School
Ibadan-North,Bodija,200221,Opposite Olona Mosque
Ibadan-North,Bodija,200221,Are Avenue
Ibadan-North,Bodija,200221,Halleluyah Nursery/Primary School
Ibadan-North,Bodija,200221,Junction Nubifal Pharmacy
Ibadan-North,Bodija,200221,"Old Motor Park, Sabo"
Ibadan-North,Bodija,200221,Ibadan Recreation Club
Ibadan-North,Bodija,200221,"Primary School, Jemibewon"
Ibadan-North,Bodija,200221,Opposite Texaco Adamasingba
Ibadan-North,Bodija,200221,"St. Gabriel Grammar School, Mokola"
Ibadan-North,Bodija,200221,Palm Chemist Adamasingba
Ibadan-North,Bodija,200221,Sabo Market
Ibadan-North,Bodija,200221,Late Oba Sabo Palace I
Ibadan-North,Bodija,200221,Late Oba Sabo Palace II
Ibadan-North,Bodija,200221,"Central Mosque, Sabo"
Ibadan-North,Bodija,200221,New Oba Sabo Palace
Ibadan-North,Bodija,200221,Opposite Uncle Joe Chemist
Ibadan-North,Bodija,200221,"Opposite Shopping Complex, Adamasingba"
Ibadan-North,Bodija,200221,"Scala Cinema, Sabo I"
Ibadan-North,Bodija,200221,"Scala Cinema, Sabo II"
Ibadan-North,Bodija,200221,"Fayemi Street, Taxaco, Ore Meji I"
Ibadan-North,Bodija,200221,"Fayemi Street, Taxaco, Ore Meji II"
Ibadan-North,Bodija,200221,"Ajegunle Street, Coca Cola I"
Ibadan-North,Bodija,200221,"Ajegunle Street, Coca Cola II"
Ibadan-North,Bodija,200221,St. Louis Grammar School
Ibadan-North,Bodija,200221,Opposite Sunny Day Model School I
Ibadan-North,Bodija,200221,Opposite Sunny Day Model School II
Ibadan-North,Bodija,200221,Opposite Arabic High School I
Ibadan-North,Bodija,200221,Opposite Arabic High School II
Ibadan-North,Bodija,200221,Alawode Street I
Ibadan-North,Bodija,200221,Alawode Street II
Ibadan-North,Bodija,200221,Constance Model School
Ibadan-North,Bodija,200221,Fatodu Street (Tunatol)
Ibadan-North,Bodija,200221,Adeola Crescent I
Ibadan-North,Bodija,200221,Adeola Crescent II
Ibadan-North,Bodija,200221,Amisu Street Oke Itunu
Ibadan-North,Bodija,200221,Railway Chambers I
Ibadan-North,Bodija,200221,Railway Chambers II
Ibadan-North,Bodija,200221,Behind Texaco
Ibadan-North,Bodija,200221,C. A. C. Obadare
Ibadan-North,Bodija,200221,Estate Oke Itunu
Ibadan-North,Bodija,200221,In Front Of Adediran Mosque
Ibadan-North,Bodija,200221,Popoola Chambers I
Ibadan-North,Bodija,200221,Popoola Chambers II
Ibadan-North,Bodija,200221,Loko Compound
Ibadan-North,Bodija,200221,"Poly Road, Ijokodo"
Ibadan-North,Bodija,200221,Mechanic Village
Ibadan-North,Bodija,200221,"Agbaje Road, Ijokodo"
Ibadan-North,Bodija,200221,Opposite Christ Life Ministry
Ibadan-North,Bodija,200221,"Apostolic Church, Sango Market"
Ibadan-North,Bodija,200221,"Estate Junction, Agbaje"
Ibadan-North,Bodija,200221,"Bibi Press, Ijokodo"
Ibadan-North,Bodija,200221,Along Power Line
Ibadan-North,Bodija,200221,C. A. C. Oke Itura
Ibadan-North,Bodija,200221,Kalejaye
Ibadan-North,Bodija,200221,Opposite Fijabi Mosque
Ibadan-North,Bodija,200221,Okoro Junction
Ibadan-North,Bodija,200221,Behind Mechanic Garage Okoro
Ibadan-North,Bodija,200221,Gbaremu
Ibadan-North,Bodija,200221,Biskat Chemist Ijokodo
Ibadan-North,Bodija,200221,Idi-Ito Junction
Ibadan-North,Bodija,200221,"St. James African Church, Isopako"
Ibadan-North,Bodija,200221,"Taiwo Street, Sango Alarometa"
Ibadan-North,Bodija,200221,Cassava Processing Centre
Ibadan-North,Bodija,200221,Transformer Sango
Ibadan-North,Bodija,200221,Durotolu Maternity
Ibadan-North,Bodija,200221,"Bibi Press, Agbaje Road"
Ibadan-North,Bodija,200221,Odo Bale Idi Transformer
Ibadan-North,Bodija,200221,Bembo Hotel Junction
Ibadan-North,Bodija,200221,Opposite Poly 2nd Gate
Ibadan-North,Bodija,200221,Children Welfare Centre
Ibadan-North,Bodija,200221,Agbaje Junction
Ibadan-North,Bodija,200221,Sango Alaro
Ibadan-North,Bodija,200221,"Cottage Clinic, Sango"
Ibadan-North,Bodija,200221,"In Front Of Gateway Baptist, Sango"
Ibadan-North,Bodija,200221,Odo Baale
Ibadan-North,Bodija,200221,Alaro
Ibadan-North,Bodija,200221,"Adamasingba Area, Okoro"
Ibadan-North,Bodija,200221,Behind Oba Akinbiyi High School (I)
Ibadan-North,Bodija,200221,I. M. G. Mokola I
Ibadan-North,Bodija,200221,I. M. G. Mokola II
Ibadan-North,Bodija,200221,Behind Bisi Bookshop
Ibadan-North,Bodija,200221,Colour Laboratory
Ibadan-North,Bodija,200221,Ago Tapa
Ibadan-North,Bodija,200221,Alafia Primary School I
Ibadan-North,Bodija,200221,Alafia Primary School II
Ibadan-North,Bodija,200221,Alafia Primary School III
Ibadan-North,Bodija,200221,C & S New Eden School
Ibadan-North,Bodija,200221,Akinlolu Printers
Ibadan-North,Bodija,200221,Back Of Uncle Joe
Ibadan-North,Bodija,200221,"Opposite Veterinary, Mokola"
Ibadan-North,Bodija,200221,U. C. H. Park
Ibadan-North,Bodija,200221,U. C. H. Canteen
Ibadan-North,Bodija,200221,Adeyi Avenue
Ibadan-North,Bodija,200221,"Baptist Church Area, Bodija"
Ibadan-North,Bodija,200221,Faith Medical Clinic
Ibadan-North,Bodija,200221,Awolowo Avenue
Ibadan-North,Bodija,200221,Ajibade Street Jac-Debo I
Ibadan-North,Bodija,200221,Ajibade Street Jac-Debo II
Ibadan-North,Bodija,200221,Sanusi Street
Ibadan-North,Bodija,200221,Obasa
Ibadan-North,Bodija,200221,"Alabiamo Street, Beside All Souls"
Ibadan-North,Bodija,200221,Opposite Subuola Nursery/Primary School
Ibadan-North,Bodija,200221,"Ondo Street, Old Bodija"
Ibadan-North,Bodija,200221,"Ilaro Street, Old Bodija"
Ibadan-North,Bodija,200221,Osuntokun Avenue
Ibadan-North,Bodija,200221,Ss Peter & Paul Bus-Stop
Ibadan-North,Bodija,200221,Oba Akinbiyi High School II
Ibadan-North,Bodija,200221,South Poly Bus-Stop (Campus)
Ibadan-North,Bodija,200221,Staff Quarters Unity Hall Poly
Ibadan-North,Bodija,200221,Poly North Campus
Ibadan-North,Bodija,200221,Around Police Station
Ibadan-North,Bodija,200221,Inside Sango Garage
Ibadan-North,Bodija,200221,Moradeyo
Ibadan-North,Bodija,200221,Ope Abayomi
Ibadan-North,Bodija,200221,Inside Emmanuel College Of Theology
Ibadan-North,Bodija,200221,"Queen's Hall, U. I."
Ibadan-North,Bodija,200221,Sultan Bello Hall
Ibadan-North,Bodija,200221,U. I.
Ibadan-North,Bodija,200221,"Mellanby/Tedder Halls, U. I."
Ibadan-North,Bodija,200221,"Namdi Azikwe Hall, U. I. I"
Ibadan-North,Bodija,200221,"Namdi Azikwe Hall, U. I. II"
Ibadan-North,Bodija,200221,"Independence Hall, U. I."
Ibadan-North,Bodija,200221,"Idia Hall, U. I."
Ibadan-North,Bodija,200221,"Awolowo Hall, U. I."
Ibadan-North,Bodija,200221,"Postal Agency, Abadina"
Ibadan-North,Bodija,200221,"Abadina Primary School, U. I."
Ibadan-North,Bodija,200221,"Mechanic Village, Samonda"
Ibadan-North,Bodija,200221,"Along Adeoye Street, Agbowo"
Ibadan-North,Bodija,200221,In Front Of Barika Hotel
Ibadan-North,Bodija,200221,Along Ajetunmobi Street
Ibadan-North,Bodija,200221,Ansarudeen I
Ibadan-North,Bodija,200221,Ansarudeen II
Ibadan-North,Bodija,200221,Opposite Ajegunle Baptist Church
Ibadan-North,Bodija,200221,"Beside 2 Brothers, Ojokondo"
Ibadan-North,Bodija,200221,"Nepa Transformer, Agbowo"
Ibadan-North,Bodija,200221,"St. Thomas Primary School, Agbowo"
Ibadan-North,Bodija,200221,Beside Ike-Oluwa Mosque
Ibadan-North,Bodija,200221,"Irawo Junction, Agbowo"
Ibadan-North,Bodija,200221,Aba Apata I
Ibadan-North,Bodija,200221,Aba Apata II
Ibadan-North,Bodija,200221,In Front Of New Apostolic Church
Ibadan-North,Bodija,200221,Alhaji Salawu Sanusi Street I
Ibadan-North,Bodija,200221,Alhaji Salawu Sanusi Street II
Ibadan-North,Bodija,200221,"Zonal Health Centre, Bodija I"
Ibadan-North,Bodija,200221,"Zonal Health Centre, Bodija II"
Ibadan-North,Bodija,200221,"Zonal Health Centre, Bodija"
Ibadan-North,Bodija,200221,"Ogunyase Street, Agbowo"
Ibadan-North,Bodija,200221,Farayola Street I
Ibadan-North,Bodija,200221,Farayola Street II
Ibadan-North,Bodija,200221,Tunakin Photo
Ibadan-North,Bodija,200221,Kara Bodija
Ibadan-North,Bodija,200221,League Of Imams
Ibadan-North,Bodija,200221,In Front Of Orisun Catering
Ibadan-North,Bodija,200221,Opposite Gooddy Technical
Ibadan-North,Bodija,200221,"Irepodun Street, Near Goddy"
Ibadan-North,Bodija,200221,Iyana Bodija Along Express
Ibadan-North,Bodija,200221,"Conference Hall, Bodija"
Ibadan-North,Bodija,200221,"Methodist School I, Bodija"
Ibadan-North,Bodija,200221,Olive Primary School
Ibadan-North,Bodija,200221,Alhaji Ewenla Street
Ibadan-North,Bodija,200221,Back Of Agbowo Shopping Complex
Ibadan-North,Bodija,200221,Iso Pako Bodija
Ibadan-North,Bodija,200221,Bodija Market/Express Junction
Ibadan-North,Bodija,200221,"Yidi Praying Ground, Apata"
Ibadan-North,Bodija,200221,Adedokun Street
Ibadan-North,Bodija,200221,Beside Celestial Church Near Yemoja Stream (Agbowo)
Ibadan-North,Bodija,200221,Akinbode Street (Agbowo)
Ibadan-North-East,Iwo Road,200223,Akintayo's Compound I
Ibadan-North-East,Iwo Road,200223,Akintayo's Compound II
Ibadan-North-East,Iwo Road,200223,Akinyele's Compound I
Ibadan-North-East,Iwo Road,200223,Akinyele's Compound II
Ibadan-North-East,Iwo Road,200223,Bioku's Compound
Ibadan-North-East,Iwo Road,200223,Ile Onimo Isale Osun
Ibadan-North-East,Iwo Road,200223,Ita Baale Olugbode I
Ibadan-North-East,Iwo Road,200223,Ita Baale Olugbode II
Ibadan-North-East,Iwo Road,200223,Labiran Compound
Ibadan-North-East,Iwo Road,200223,Odo Osun Compound I
Ibadan-North-East,Iwo Road,200223,Odo Osun Compound II
Ibadan-North-East,Iwo Road,200223,Open Space Odo Osun Compound
Ibadan-North-East,Iwo Road,200223,Olubodun's Compound
Ibadan-North-East,Iwo Road,200223,Open Space Beyerunka I
Ibadan-North-East,Iwo Road,200223,Open Space Between Beyerunka Alafara Bridge
Ibadan-North-East,Iwo Road,200223,Open Space Beyerunka II
Ibadan-North-East,Iwo Road,200223,Olugbode's Compound
Ibadan-North-East,Iwo Road,200223,Adepo's Compound I
Ibadan-North-East,Iwo Road,200223,Adepo's Compound II
Ibadan-North-East,Iwo Road,200223,Ogboriefon's Compound I
Ibadan-North-East,Iwo Road,200223,Ogboriefon's Compound II
Ibadan-North-East,Iwo Road,200223,Ogboriefon's Compound III
Ibadan-North-East,Iwo Road,200223,Ogboriefon's Compound IV
Ibadan-North-East,Iwo Road,200223,Jenriyin's Compound I
Ibadan-North-East,Iwo Road,200223,Jenriyin's Compound II
Ibadan-North-East,Iwo Road,200223,Jenriyin's Compound III
Ibadan-North-East,Iwo Road,200223,Osa Oko I
Ibadan-North-East,Iwo Road,200223,Osa Oko II
Ibadan-North-East,Iwo Road,200223,Alagba's Compound Ojagbo I
Ibadan-North-East,Iwo Road,200223,Alagba's Compound Ojagbo II
Ibadan-North-East,Iwo Road,200223,Open Space Near Aiku's Compound
Ibadan-North-East,Iwo Road,200223,Space At The Back Of Adeyelu
Ibadan-North-East,Iwo Road,200223,Space Beside Akoju's Compound
Ibadan-North-East,Iwo Road,200223,Space In Front Alapafon
Ibadan-North-East,Iwo Road,200223,Open Space In Front Of Arolu's Compound
Ibadan-North-East,Iwo Road,200223,Open Space Beside Ogundipe
Ibadan-North-East,Iwo Road,200223,Open Space Jagun's Compound I
Ibadan-North-East,Iwo Road,200223,Open Space Jagun's Compound II
Ibadan-North-East,Iwo Road,200223,"Open Space Idi-Ose, Ojagbo"
Ibadan-North-East,Iwo Road,200223,Space In Front Of Mato's Compound
Ibadan-North-East,Iwo Road,200223,Open Space Onideure
Ibadan-North-East,Iwo Road,200223,Space In Front Olunlade's Compound I
Ibadan-North-East,Iwo Road,200223,Space In Front Olunlade's Compound II
Ibadan-North-East,Iwo Road,200223,Abioye's Compound
Ibadan-North-East,Iwo Road,200223,"Adelagun Primary School, Gbelekale I"
Ibadan-North-East,Iwo Road,200223,"Adelagun Primary School, Gbelekale II"
Ibadan-North-East,Iwo Road,200223,"Agbatiolese Kosodo, Ojagbo I"
Ibadan-North-East,Iwo Road,200223,"Agbatiolese Kosodo, Ojagbo II"
Ibadan-North-East,Iwo Road,200223,Open Space Beside Agbongun
Ibadan-North-East,Iwo Road,200223,Open Space At Ajegunle's Compound
Ibadan-North-East,Iwo Road,200223,Space Near Ajegunle Olomoyoyo
Ibadan-North-East,Iwo Road,200223,Open Space At Aladorin Aremo
Ibadan-North-East,Iwo Road,200223,"Space In Front Of Asani Obisesan House, Aperin I"
Ibadan-North-East,Iwo Road,200223,"Space In Front Of Asani Obisesan House, Aperin II"
Ibadan-North-East,Iwo Road,200223,Boripe Area I
Ibadan-North-East,Iwo Road,200223,Boripe Area II
Ibadan-North-East,Iwo Road,200223,"Islamic Primary School, Gbelekale I"
Ibadan-North-East,Iwo Road,200223,"Islamic Primary School, Gbelekale II"
Ibadan-North-East,Iwo Road,200223,Open Space Beside Gbelekale
Ibadan-North-East,Iwo Road,200223,Idi-Orogbo - Adekile
Ibadan-North-East,Iwo Road,200223,"Open Space At Ile Elepo, Aremo"
Ibadan-North-East,Iwo Road,200223,"Open Space Near Ile Iyasanyin, Ojagbo"
Ibadan-North-East,Iwo Road,200223,"Ilupeju's Open Space, Adekile"
Ibadan-North-East,Iwo Road,200223,Jegede's Compound
Ibadan-North-East,Iwo Road,200223,Labosinde Omowumi Area 8 I
Ibadan-North-East,Iwo Road,200223,Labosinde Omowumi Area 8 II
Ibadan-North-East,Iwo Road,200223,Labosinde Omowumi Area 8 III
Ibadan-North-East,Iwo Road,200223,"I. M. G. School, Ladunni"
Ibadan-North-East,Iwo Road,200223,Lamidi's Compound I
Ibadan-North-East,Iwo Road,200223,Lamidi's Compound II
Ibadan-North-East,Iwo Road,200223,Oriade Bakery
Ibadan-North-East,Iwo Road,200223,Ogboriefon Orita Aperin
Ibadan-North-East,Iwo Road,200223,"Olubadan High School, Aperin I"
Ibadan-North-East,Iwo Road,200223,"Olubadan High School, Aperin II"
Ibadan-North-East,Iwo Road,200223,Space In Front Of Oluyoola House
Ibadan-North-East,Iwo Road,200223,Open Space Ogboriefon Adekile
Ibadan-North-East,Iwo Road,200223,Ratibi Primary School
Ibadan-North-East,Iwo Road,200223,Space In Front Of Shop Merin Koloko
Ibadan-North-East,Iwo Road,200223,Ratibi Primary School I
Ibadan-North-East,Iwo Road,200223,Ratibi Primary School II
Ibadan-North-East,Iwo Road,200223,"Open Space Beside Chief Adeosun's House, Labiran"
Ibadan-North-East,Iwo Road,200223,Open Space Of Aderogba Compound
Ibadan-North-East,Iwo Road,200223,Open Space Near Aderogba Isale Aifa
Ibadan-North-East,Iwo Road,200223,Open Space At Aderogba Compound
Ibadan-North-East,Iwo Road,200223,"Open Space At Aderogba, Labiran"
Ibadan-North-East,Iwo Road,200223,"Open Space Beside Atari Agbon, Labiran"
Ibadan-North-East,Iwo Road,200223,Open Space Around Beyerunka Junction I
Ibadan-North-East,Iwo Road,200223,Open Space Around Beyerunka Junction II
Ibadan-North-East,Iwo Road,200223,Open Space Beside Igbaro Mosque
Ibadan-North-East,Iwo Road,200223,"Open Space Behind Petrol Station, Labiran"
Ibadan-North-East,Iwo Road,200223,Open Space Beside Osunware's House
Ibadan-North-East,Iwo Road,200223,"Open Space In Front Of Alhaji Basorun's House, Alafara Oje 1"
Ibadan-North-East,Iwo Road,200223,"Open Space In Front Of Alhaji Basorun's House, Alafara Oje 2"
Ibadan-North-East,Iwo Road,200223,"Open Space Beside Chief Akinade's House, Oje I"
Ibadan-North-East,Iwo Road,200223,"Open Space Beside Chief Akinade's House, Oje II"
Ibadan-North-East,Iwo Road,200223,Open Space Ilepo Aderinto I
Ibadan-North-East,Iwo Road,200223,Open Space Ilepo Aderinto II
Ibadan-North-East,Iwo Road,200223,Open Space Ile Olugbodi
Ibadan-North-East,Iwo Road,200223,"Iso Ologede, Oje Market"
Ibadan-North-East,Iwo Road,200223,"I. M. G. Primary School, Oje I"
Ibadan-North-East,Iwo Road,200223,"I. M. G. Primary School, Oje II"
Ibadan-North-East,Iwo Road,200223,Space Beside Aborisade's Compound
Ibadan-North-East,Iwo Road,200223,Alafara Olubadan I
Ibadan-North-East,Iwo Road,200223,Alafara Maternity
Ibadan-North-East,Iwo Road,200223,Alafara Olubadan II
Ibadan-North-East,Iwo Road,200223,Space Beside Amosun's Compound
Ibadan-North-East,Iwo Road,200223,Aremo Store
Ibadan-North-East,Iwo Road,200223,"Space Beside Primary School, Aremo"
Ibadan-North-East,Iwo Road,200223,H. L. A. Aremo Primary School I
Ibadan-North-East,Iwo Road,200223,H. L. A. Aremo Primary School II
Ibadan-North-East,Iwo Road,200223,H. L. A. Aremo Primary School III
Ibadan-North-East,Iwo Road,200223,Atipe Junction I
Ibadan-North-East,Iwo Road,200223,Atipe Junction II
Ibadan-North-East,Iwo Road,200223,Space In Front Idi Radio
Ibadan-North-East,Iwo Road,200223,"Elekunkun Street, Ajegede"
Ibadan-North-East,Iwo Road,200223,Space Beside Lawyer Gbenla's House
Ibadan-North-East,Iwo Road,200223,Space Infront Idi Radio
Ibadan-North-East,Iwo Road,200223,Ile Aborisade's Compound
Ibadan-North-East,Iwo Road,200223,Ile Ago
Ibadan-North-East,Iwo Road,200223,Open Space Adepele Area
Ibadan-North-East,Iwo Road,200223,"Open Space Around Alalubosa, Ode-Aje I"
Ibadan-North-East,Iwo Road,200223,"Open Space Around Alalubosa, Ode-Aje II"
Ibadan-North-East,Iwo Road,200223,"Asunle, Aremo Junction"
Ibadan-North-East,Iwo Road,200223,"Dispensary, Aremo I"
Ibadan-North-East,Iwo Road,200223,"Dispensary, Aremo II"
Ibadan-North-East,Iwo Road,200223,St. Peter's Aremo I
Ibadan-North-East,Iwo Road,200223,St. Peter's Aremo II
Ibadan-North-East,Iwo Road,200223,Open Space Idi Aka Babasale I
Ibadan-North-East,Iwo Road,200223,Open Space Idi Aka Babasale II
Ibadan-North-East,Iwo Road,200223,"Open Space Ile Eja, Ode-Aje I"
Ibadan-North-East,Iwo Road,200223,"Open Space Ile Eja, Ode-Aje II"
Ibadan-North-East,Iwo Road,200223,"Islamic Primary School, Ode-Aje I"
Ibadan-North-East,Iwo Road,200223,"Islamic Primary School, Ode-Aje II"
Ibadan-North-East,Iwo Road,200223,"I. M. G. Primary School, Ode Aje I"
Ibadan-North-East,Iwo Road,200223,"I. M. G. Primary School, Ode Aje II"
Ibadan-North-East,Iwo Road,200223,"I. M. G. Primary School, Ode Aje III"
Ibadan-North-East,Iwo Road,200223,"Outer Premises I. M. G., Ode Aje"
Ibadan-North-East,Iwo Road,200223,"Open Space Around Islamic Primary School, Ode-Aje I"
Ibadan-North-East,Iwo Road,200223,"Open Space Around Islamic Primary School, Ode-Aje II"
Ibadan-North-East,Iwo Road,200223,"Open Space Around Islamic Primary School, Ode-Aje III"
Ibadan-North-East,Iwo Road,200223,Ode Aje Ololu
Ibadan-North-East,Iwo Road,200223,"C & S School, Oje Olokun I"
Ibadan-North-East,Iwo Road,200223,"C & S School, Oje Olokun II"
Ibadan-North-East,Iwo Road,200223,"C & S School, Oje Olokun III"
Ibadan-North-East,Iwo Road,200223,Open Space Okuseinde
Ibadan-North-East,Iwo Road,200223,"Open Space Olorunfemi Compound, Atipe"
Ibadan-North-East,Iwo Road,200223,"St. Mary Primary School, Oluyoro I"
Ibadan-North-East,Iwo Road,200223,"St. Mary Primary School, Oluyoro II"
Ibadan-North-East,Iwo Road,200223,Open Space Around Olusoji's Compound
Ibadan-North-East,Iwo Road,200223,"St. Cyprian School, Oluyoro I"
Ibadan-North-East,Iwo Road,200223,"St. Cyprian School, Oluyoro II"
Ibadan-North-East,Iwo Road,200223,Space Around St. Mary Primary School I
Ibadan-North-East,Iwo Road,200223,Space Around St. Mary Primary School II
Ibadan-North-East,Iwo Road,200223,"Christ The King Primary School, Agugu I"
Ibadan-North-East,Iwo Road,200223,"Christ The King Primary School, Agugu II"
Ibadan-North-East,Iwo Road,200223,"Christ The King Primary School, Agugu III"
Ibadan-North-East,Iwo Road,200223,"I. M. G. School, Agugu I"
Ibadan-North-East,Iwo Road,200223,"I. M. G. School, Agugu II"
Ibadan-North-East,Iwo Road,200223,"Community Primary School, Ayekale I"
Ibadan-North-East,Iwo Road,200223,"Community Primary School, Ayekale II"
Ibadan-North-East,Iwo Road,200223,"Open Space, Ayekale I"
Ibadan-North-East,Iwo Road,200223,"Open Space, Ayekale II"
Ibadan-North-East,Iwo Road,200223,"Open Space, Ayekale III"
Ibadan-North-East,Iwo Road,200223,"United Secondary School, Idi Obi I"
Ibadan-North-East,Iwo Road,200223,"United Secondary School, Idi Obi II"
Ibadan-North-East,Iwo Road,200223,"United Secondary School, Idi Obi III"
Ibadan-North-East,Iwo Road,200223,"Open Space, Idi Obi, Alakara Junction I"
Ibadan-North-East,Iwo Road,200223,"Open Space Idi Obi, Alakara Junction II"
Ibadan-North-East,Iwo Road,200223,"Ilupeju, Idi Obi"
Ibadan-North-East,Iwo Road,200223,"Ire Akari, Agugu"
Ibadan-North-East,Iwo Road,200223,"Around Arabic School, Isale Yidi Lanase I"
Ibadan-North-East,Iwo Road,200223,"Around Arabic School, Isale Yidi Lanase II"
Ibadan-North-East,Iwo Road,200223,"Open Space, Iyana Idiroko"
Ibadan-North-East,Iwo Road,200223,"Koloko, Idi Araba"
Ibadan-North-East,Iwo Road,200223,Lagelu Grammar School I
Ibadan-North-East,Iwo Road,200223,Lagelu Grammar School II
Ibadan-North-East,Iwo Road,200223,Oke Badan High School
Ibadan-North-East,Iwo Road,200223,Oke Badan Near Adeyemo's Compound
Ibadan-North-East,Iwo Road,200223,"Open Space, Ologbojo I"
Ibadan-North-East,Iwo Road,200223,"Open Space, Ologbojo II"
Ibadan-North-East,Iwo Road,200223,"Queen Of Apostle, Oluyoro I"
Ibadan-North-East,Iwo Road,200223,"Queen Of Apostle, Oluyoro II"
Ibadan-North-East,Iwo Road,200223,"Queen Of Apostle, Oluyoro III"
Ibadan-North-East,Iwo Road,200223,In Front Of Police Station I
Ibadan-North-East,Iwo Road,200223,In Front Of Police Station II
Ibadan-North-East,Iwo Road,200223,In Front Of Police Station III
Ibadan-North-East,Iwo Road,200223,Renascent High School I
Ibadan-North-East,Iwo Road,200223,Renascent High School II
Ibadan-North-East,Iwo Road,200223,"Open Space Shop Merin, Koloko I"
Ibadan-North-East,Iwo Road,200223,"Open Space Shop Merin, Koloko II"
Ibadan-North-East,Iwo Road,200223,"Open Space Shop Merin, Koloko III"
Ibadan-North-East,Iwo Road,200223,Open Space Elero Meta
Ibadan-North-East,Iwo Road,200223,Ile Delesolu
Ibadan-North-East,Iwo Road,200223,Ile Egunjenmi
Ibadan-North-East,Iwo Road,200223,Ile Ogundipe
Ibadan-North-East,Iwo Road,200223,Ile Ponki
Ibadan-North-East,Iwo Road,200223,Space Beside Irefin Palace I
Ibadan-North-East,Iwo Road,200223,Space Beside Irefin Palace II
Ibadan-North-East,Iwo Road,200223,Space Beside Irefin Palace III
Ibadan-North-East,Iwo Road,200223,Space Beside Irefin Palace IV
Ibadan-North-East,Iwo Road,200223,"C. A. C. School, Irefin"
Ibadan-North-East,Iwo Road,200223,"Public Toilet, Area Oje"
Ibadan-North-East,Iwo Road,200223,Oje Maternity I
Ibadan-North-East,Iwo Road,200223,Oje Maternity II
Ibadan-North-East,Iwo Road,200223,Open Space Oloro Mosque I
Ibadan-North-East,Iwo Road,200223,Open Space Oloro Mosque II
Ibadan-North-East,Iwo Road,200223,"I. M. G. School, Onikokoro"
Ibadan-North-East,Iwo Road,200223,Space At Abayomi Bus Stop I
Ibadan-North-East,Iwo Road,200223,Space At Abayomi Bus Stop II
Ibadan-North-East,Iwo Road,200223,Space At Abayomi Bus Stop III
Ibadan-North-East,Iwo Road,200223,Space At Abayomi Bus Stop IV
Ibadan-North-East,Iwo Road,200223,Open Space Agbaakin
Ibadan-North-East,Iwo Road,200223,"Space Along Alayaki Street, Iwo Road I"
Ibadan-North-East,Iwo Road,200223,"Space Along Alayaki Street, Iwo Road II"
Ibadan-North-East,Iwo Road,200223,Army Children Primary School I
Ibadan-North-East,Iwo Road,200223,Army Children Primary School II
Ibadan-North-East,Iwo Road,200223,Army Children Primary School III
Ibadan-North-East,Iwo Road,200223,Army Children Primary School IV
Ibadan-North-East,Iwo Road,200223,Army Children Primary School V
Ibadan-North-East,Iwo Road,200223,Army Children Primary School VI
Ibadan-North-East,Iwo Road,200223,"Open Space Along Atele Street, Iwo Road I"
Ibadan-North-East,Iwo Road,200223,"Open Space Along Atele Street, Iwo Road II"
Ibadan-North-East,Iwo Road,200223,Bankole's House I
Ibadan-North-East,Iwo Road,200223,Bankole's House II
Ibadan-North-East,Iwo Road,200223,Basorun High School I
Ibadan-North-East,Iwo Road,200223,Basorun High School II
Ibadan-North-East,Iwo Road,200223,Basorun High School III
Ibadan-North-East,Iwo Road,200223,Bode Wasinmi
Ibadan-North-East,Iwo Road,200223,Idi-Ape
Ibadan-North-East,Iwo Road,200223,Open Space Around Idi Ape Playing Ground I
Ibadan-North-East,Iwo Road,200223,Open Space Around Idi Ape Playing Ground II
Ibadan-North-East,Iwo Road,200223,Iwo Road Police Station Area I
Ibadan-North-East,Iwo Road,200223,Iwo Road Police Station Area II
Ibadan-North-East,Iwo Road,200223,Iwo Road Police Station Area III
Ibadan-North-East,Iwo Road,200223,"Angle 90, Iwo Road"
Ibadan-North-East,Iwo Road,200223,Open Space Around Jamb Office
